"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000112541",-13,5.52,-8.43322563236364,0.000162614592276531,1,1.14042010191379
"ENSG00000196090",-9,3.68,-8.35256673806032,0.000171473507025945,1,1.08077859117551
"ENSG00000182348",17.5,8.68,7.6751274687165,0.000272648243757249,1,0.558694490684116
"ENSG00000107829",-8.5,4.08,-7.20702981249497,0.00038346120274523,1,0.174167965709104
"ENSG00000164684",-18.5,11.04,-7.10498755480852,0.000414060133521964,1,0.0875657745606526
"ENSG00000233928",-13,6.72,-6.5372869415478,0.000645629816122784,1,-0.413679361299324
"ENSG00000059588",-12.5,7.08,-6.44204028793929,0.000697668874622047,1,-0.501157138809158
"ENSG00000100592",-11,6.12,-6.1783313832244,0.000868822498457226,1,-0.748710512839835
"ENSG00000139154",-11,7.36,-6.13920638104897,0.000898118859229066,1,-0.786124598438185
"ENSG00000173163",6.5,2.72,6.0735216637756,0.000949888046435334,1,-0.849344144629354
"ENSG00000158445",-10.5,9.64,-5.74203073954271,0.00126948261721756,1,-1.1763780940267
"ENSG00000135643",-6,3.48,-5.6595941461216,0.00136705464182187,1,-1.25983175951447
"ENSG00000011454",-7.5,5.56,-5.49234897852453,0.00159254916511236,1,-1.43182447853404
"ENSG00000235531",-7,3,-5.44519996019481,0.00166359760895541,1,-1.48097182638206
"ENSG00000187240",-11,9.28,-5.43386407488635,0.00168121458898581,1,-1.49283194750551
"ENSG00000064999",-8,5.32,-5.36333585697351,0.00179572513330024,1,-1.56700556528985
"ENSG00000228340",5.5,1.6,5.33872097433885,0.0018377649137785,1,-1.59304920655103
"ENSG00000169062",-6.5,4.2,-5.31351557374525,0.00188198000124766,1,-1.61980204322371
"ENSG00000206579",-15.5,8.76,-5.27400507877446,0.00195375118611937,1,-1.66191080486375
"ENSG00000150477",-6.5,4.4,-5.24092551611603,0.0020162453422755,1,-1.6973285666416
"ENSG00000148200",-6.5,3.48,-5.2133103991242,0.00207016358197882,1,-1.72700983030271
"ENSG00000179399",5,1.96,5.16015637868944,0.00217863369831114,1,-1.78443484459721
"ENSG00000145781",-7,4.36,-5.12700173458535,0.00224956375084529,1,-1.82045050223448
"ENSG00000243753",-5.5,3.04,-5.1113991613771,0.00228385005279048,1,-1.83745207623122
"ENSG00000170396",6,3.28,5.08557539581109,0.002341911556059,1,-1.86566554341893
"ENSG00000099942",5,1.56,5.03779807641801,0.0024538147913607,1,-1.91810902044233
"ENSG00000118733",-14.5,12.32,-4.94851840652205,0.00267961029060256,1,-2.01696613505538
"ENSG00000223745",-5.5,2.44,-4.94312475399343,0.00269398971391847,1,-2.02297439969078
"ENSG00000124782",-7.5,3.2,-4.92378249526476,0.00274628122702553,1,-2.04455461896337
"ENSG00000286481",22.5,7.24,4.90665834749156,0.00279353938382975,1,-2.06370438860209
"ENSG00000103544",-5.5,3.52,-4.90389267534874,0.00280125816933177,1,-2.06680112166462
"ENSG00000005436",-5,2.64,-4.89970544842067,0.00281299052108579,1,-2.07149164518933
"ENSG00000184156",-18,17.48,-4.89696174539877,0.00282070845033482,1,-2.07456648889223
"ENSG00000171435",8,7.6,4.88562798665771,0.00285284555999258,1,-2.08727949050857
"ENSG00000169918",-12.5,11.84,-4.80200566738272,0.0031032213401884,1,-2.18164536967422
"ENSG00000115828",4,0.8,4.75611038473058,0.00325117635094423,1,-2.23386390469823
"ENSG00000240405",4,0.84,4.72352112899398,0.0033610914788685,1,-2.27112778509375
"ENSG00000048707",-10,8.36,-4.71711518576123,0.00338318865032308,1,-2.27847068008031
"ENSG00000139737",-5,2.56,-4.70355045847932,0.00343052507083401,1,-2.2940390607491
"ENSG00000081923",-6,3.48,-4.69880830655461,0.00344725018076382,1,-2.29948797633519
"ENSG00000101868",-6,3.16,-4.65730852000194,0.0035976204713095,1,-2.34731228894545
"ENSG00000163596",-6.5,4.8,-4.58952345193903,0.00385947325206554,1,-2.42596777385982
"ENSG00000258220",4,0.92,4.56675759515262,0.00395220120475034,1,-2.45253530209242
"ENSG00000075035",-4.5,1.84,-4.56289701065718,0.0039681742305692,1,-2.45704810289598
"ENSG00000164989",-11,6.96,-4.53270811217936,0.0040956259688182,1,-2.49241265385764
"ENSG00000152795",-5,3.92,-4.50370085455562,0.00422246129218388,1,-2.52651922332986
"ENSG00000150275",-20,14.04,-4.48609342467474,0.00430161144586151,1,-2.54728237876395
"ENSG00000147316",-7.5,4.24,-4.4808114874357,0.00432568078701719,1,-2.55351989323171
"ENSG00000146592",-7.5,6.04,-4.47963081521515,0.00433108177735259,1,-2.55491472847114
"ENSG00000196405",-9.5,6.28,-4.46224600331893,0.00441149635667678,1,-2.57547679686758
"ENSG00000228509",-4.5,2.16,-4.45891127381678,0.00442711322912164,1,-2.5794260827514
"ENSG00000151320",-9.5,11.2,-4.45630520128513,0.00443936116129304,1,-2.58251357083268
"ENSG00000151948",-4,1.64,-4.42135736402605,0.00460735669894649,1,-2.62401423753803
"ENSG00000178585",-4,1.64,-4.42135736402605,0.00460735669894649,1,-2.62401423753803
"ENSG00000157782",-10.5,6.76,-4.40795946096349,0.00467365312947777,1,-2.63997218759175
"ENSG00000083312",8,5.36,4.39799494061971,0.00472365798330646,1,-2.65185793995283
"ENSG00000166833",-10.5,12.24,-4.37906647211902,0.00482031660608708,1,-2.67447645529471
"ENSG00000175322",4.5,2.32,4.37579092078698,0.00483726855577872,1,-2.67839595356443
"ENSG00000180998",-7.5,5.32,-4.35966542560101,0.00492170839643412,1,-2.69771477939405
"ENSG00000244302",-5,2.88,-4.34617800902612,0.0049936109494903,1,-2.71390272271672
"ENSG00000197779",-5,2.92,-4.33530840183342,0.00505241942676063,1,-2.72696834309966
"ENSG00000169554",7,6.28,4.33505298213716,0.00505381068896597,1,-2.72727557669367
"ENSG00000171044",-11.5,13.52,-4.32132533228916,0.00512922335825062,1,-2.74380223421416
"ENSG00000185274",-14.5,16.96,-4.30956498237213,0.00519483746838649,1,-2.75798271837264
"ENSG00000079691",-10,11.76,-4.30215042355254,0.00523669079272245,1,-2.76693365785246
"ENSG00000137449",4,1.44,4.29370438676252,0.00528482970242028,1,-2.77713975766084
"ENSG00000100650",-6,4.76,-4.26775754291263,0.00543585957394456,1,-2.80855993403762
"ENSG00000182674",-11.5,12.56,-4.25267354333183,0.00552588869042476,1,-2.82687180040014
"ENSG00000172965",-6,2.8,-4.24334554351921,0.00558240183050569,1,-2.8382128479887
"ENSG00000186231",-12,8.64,-4.20847878923444,0.00579946956484227,1,-2.88071862672474
"ENSG00000256654",4.5,2.72,4.20474576722927,0.00582326699476985,1,-2.88528023450498
"ENSG00000144959",4.5,2.56,4.18653287137892,0.00594095633705973,1,-2.90756539518181
"ENSG00000165914",-5,2.4,-4.18202971521306,0.0059704656505722,1,-2.91308302604643
"ENSG00000184384",4,1.04,4.17360635582551,0.00602610730597983,1,-2.92341209927498
"ENSG00000225746",-7,7.96,-4.16966063137298,0.00605237147464247,1,-2.92825413763312
"ENSG00000172939",-4,2.36,-4.16623869059074,0.00607525328077915,1,-2.93245528279561
"ENSG00000165309",-4,1.84,-4.16585338648875,0.00607783580929493,1,-2.93292843285844
"ENSG00000038532",-9.5,7.56,-4.16394875642816,0.00609061985357585,1,-2.935267625995
"ENSG00000169814",-4.5,2.4,-4.14938987390366,0.00618934401364633,1,-2.95316609373871
"ENSG00000143198",-6.5,3.52,-4.11170707479397,0.00645332082380584,1,-2.99963898222398
"ENSG00000130338",-4,2.48,-4.09225710575189,0.00659449931738745,1,-3.02370845324337
"ENSG00000063601",-4.5,2.36,-4.06453021433172,0.00680178387302666,1,-3.05811770399166
"ENSG00000077380",-6.5,4.6,-4.03536969551742,0.00702770143107516,1,-3.09442902913257
"ENSG00000105784",-7.5,7.08,-4.03138222848647,0.00705924226737042,1,-3.09940409795195
"ENSG00000170390",-6,4,-4.03059961152323,0.00706545136154138,1,-3.10038082697733
"ENSG00000057663",4.5,2.12,4.01558516336156,0.0071857648545826,1,-3.1191368458446
"ENSG00000275131",-4.5,3.52,-4.01227582528533,0.00721259073848673,1,-3.12327534853097
"ENSG00000162105",-8.5,9.04,-4.00479906318547,0.00727361214106906,1,-3.13263139640163
"ENSG00000138411",-6.5,8.2,-3.99115426915595,0.00738646958477695,1,-3.14972710285477
"ENSG00000113273",-5,2.84,-3.97735859570553,0.00750257155907089,1,-3.16703979273852
"ENSG00000119707",-5,4.96,-3.96323165719733,0.00762358202274403,1,-3.18479729048413
"ENSG00000175029",-5,3.4,-3.95811351666275,0.00766796133121798,1,-3.19123802844987
"ENSG00000118689",-4,2.92,-3.94864483607072,0.00775082802796174,1,-3.2031637160883
"ENSG00000135541",-24.5,20.16,-3.94471499912582,0.00778551436117426,1,-3.20811717316216
"ENSG00000089177",-4.5,2.84,-3.94417836333482,0.00779026438303406,1,-3.20879376494088
"ENSG00000267662",-4.5,3.44,-3.94058674867625,0.0078221390493449,1,-3.21332317253736
"ENSG00000198677",-4.5,3.2,-3.93622030285473,0.00786108673278843,1,-3.21883227993748
"ENSG00000141564",-7,3.64,-3.93484268688073,0.00787341970902439,1,-3.22057098802358
"ENSG00000136854",-6.5,6.28,-3.93106363853431,0.00790736249338512,1,-3.22534200929602
"ENSG00000176771",4,1.48,3.92174791277936,0.00799173564480166,1,-3.2371120082203
"ENSG00000169372",-7,3.92,-3.89270003914926,0.00826135301051154,1,-3.27389445296381
"ENSG00000128536",7,6.96,3.87991841581674,0.00838319730142695,1,-3.29011860143415
"ENSG00000270207",-8,5.12,-3.84476344843499,0.00872879938255941,1,-3.33486510830167
"ENSG00000233571",-5,2.52,-3.83908147269809,0.0087861369058075,1,-3.34211424806196
"ENSG00000168405",-9.5,8.36,-3.80244730012179,0.00916606150070563,1,-3.38896526799683
"ENSG00000111670",-4,2.8,-3.79191404190567,0.00927866478791639,1,-3.40247215077999
"ENSG00000095066",-5.5,3.08,-3.71394771141071,0.0101617143678402,1,-3.50294616397262
"ENSG00000206190",-5.5,2.76,-3.70765210295146,0.0102370027602374,1,-3.51109724021382
"ENSG00000031003",-6.5,5.44,-3.7064539145398,0.0102514019184557,1,-3.51264920398464
"ENSG00000153317",-9.5,12.56,-3.68986456897417,0.0104530958841547,1,-3.53415770618759
"ENSG00000109756",-19,16.6,-3.67743348659224,0.0106071260449334,1,-3.55030055182514
"ENSG00000253438",3.5,1.36,3.67276341510203,0.0106656422142932,1,-3.556370709713
"ENSG00000162687",-10,8.44,-3.66628095152936,0.010747463244497,1,-3.56480173190057
"ENSG00000227088",7.5,3.04,3.66071178873099,0.0108183139267705,1,-3.57204967026472
"ENSG00000143614",-4,2.96,-3.65913754378492,0.0108384353809916,1,-3.57409925192154
"ENSG00000186566",-7,8.32,-3.64765884629807,0.01098641519532,1,-3.58905446297431
"ENSG00000135049",-7,5.64,-3.64712825875156,0.0109933094274217,1,-3.58974619675397
"ENSG00000171502",-11.5,12.4,-3.64685381051762,0.0109968773781234,1,-3.59010401398612
"ENSG00000109927",3,0.6,3.62700466147674,0.011258367443648,1,-3.61601080577458
"ENSG00000227879",3,0.6,3.62700466147674,0.011258367443648,1,-3.61601080577458
"ENSG00000250305",-9.5,5.36,-3.61508266438426,0.0114187403468613,1,-3.63159776411881
"ENSG00000146540",-3.5,1.48,-3.61192996203473,0.0114615727714104,1,-3.6357229671278
"ENSG00000237004",3,0.64,3.6017153059361,0.0116015776809089,1,-3.64909802220928
"ENSG00000146416",-9,5.88,-3.60147794675521,0.0116048534698965,1,-3.64940899286967
"ENSG00000108091",-6.5,5.8,-3.59736044084893,0.0116618426736709,1,-3.65480469656172
"ENSG00000134318",-5.5,3.88,-3.59602693783533,0.0116803657980992,1,-3.65655266481401
"ENSG00000144036",-11,10.28,-3.58937398959022,0.0117732679453328,1,-3.66527710483252
"ENSG00000109046",-6.5,4.64,-3.58230062356824,0.0118729405543355,1,-3.67455960535545
"ENSG00000115423",-5.5,2.72,-3.57925550889823,0.0119161378533552,1,-3.67855789762818
"ENSG00000108039",3.5,1.16,3.57455977019799,0.0119830924545629,1,-3.68472600609217
"ENSG00000089041",-3.5,1.76,-3.5693510703235,0.0120578494433005,1,-3.69157148384137
"ENSG00000187210",-3.5,1.76,-3.5693510703235,0.0120578494433005,1,-3.69157148384137
"ENSG00000145375",-4.5,4.12,-3.55565245008841,0.0122569357199606,1,-3.70959261658524
"ENSG00000112699",-6.5,6.28,-3.55558502343728,0.0122579246173065,1,-3.7096813832097
"ENSG00000140400",3.5,1.52,3.5544477177564,0.0122746179750045,1,-3.71117873088841
"ENSG00000115392",-3.5,1.52,-3.5544477177564,0.0122746179750045,1,-3.71117873088842
"ENSG00000285103",-3.5,1.72,-3.55147967556829,0.0123183016180979,1,-3.71508721721801
"ENSG00000185615",3,0.68,3.55138617222698,0.0123196805958685,1,-3.71521036739287
"ENSG00000250326",3,0.68,3.55138617222698,0.0123196805958685,1,-3.71521036739287
"ENSG00000099365",-3.5,1.84,-3.54891989717781,0.0123561147856281,1,-3.7184590507002
"ENSG00000130643",-3.5,1.84,-3.54891989717781,0.0123561147856281,1,-3.7184590507002
"ENSG00000159842",-4,3.12,-3.52448256162787,0.0127236477500036,1,-3.75069399054834
"ENSG00000163104",3.5,1.68,3.51569933706863,0.0128586896102121,1,-3.76229973095829
"ENSG00000173821",-3.5,1.68,-3.51569933706863,0.0128586896102121,1,-3.76229973095829
"ENSG00000008086",-7.5,4.84,-3.51488393046511,0.0128713067191225,1,-3.76337770326416
"ENSG00000154262",3,1,3.50817946247283,0.0129755685918951,1,-3.77224447228247
"ENSG00000102908",-6,6.08,-3.50480357481916,0.013028420857183,1,-3.77671144694351
"ENSG00000164597",-6,7.48,-3.48556746071676,0.0133341598668912,1,-3.80219407775925
"ENSG00000107147",-5.5,3.08,-3.4805636754843,0.0134149847554233,1,-3.80883090945943
"ENSG00000100632",3,0.72,3.4790876617822,0.013438929784189,1,-3.81078928096696
"ENSG00000122203",3,0.72,3.4790876617822,0.013438929784189,1,-3.81078928096696
"ENSG00000147647",3,0.72,3.4790876617822,0.013438929784189,1,-3.81078928096696
"ENSG00000166073",3,0.72,3.4790876617822,0.013438929784189,1,-3.81078928096696
"ENSG00000110841",-4,1.64,-3.47485507952542,0.0135078564178257,1,-3.81640668277352
"ENSG00000197694",-7,4.52,-3.47123759648805,0.0135670761130783,1,-3.82120964053565
"ENSG00000176208",-3.5,1.64,-3.46360474501931,0.0136929728700917,1,-3.83134957785914
"ENSG00000138777",6.5,4.8,3.46173191294259,0.0137240603857666,1,-3.83383874971733
"ENSG00000237515",-9.5,4,-3.46075246361417,0.0137403495156029,1,-3.83514071740599
"ENSG00000175387",-3.5,1.92,-3.4580670993971,0.0137851192406271,1,-3.83871098913662
"ENSG00000108669",-3.5,2.12,-3.45226707513637,0.0138823668173573,1,-3.84642557245982
"ENSG00000131374",7,10.32,3.43823569631696,0.0141207767150398,1,-3.86510712322526
"ENSG00000122484",-4,4.52,-3.43479200679002,0.0141799778239695,1,-3.86969607971525
"ENSG00000221866",4,3.52,3.43096227694764,0.0142461374775831,1,-3.8748013017777
"ENSG00000125952",-4.5,3.4,-3.42882825188631,0.0142831511655447,1,-3.87764690389853
"ENSG00000011566",-5,4.48,-3.42368514013656,0.0143727930835679,1,-3.88450741910063
"ENSG00000131368",-4,2,-3.41723002758198,0.0144861824690436,1,-3.89312296559733
"ENSG00000099917",-4,1.72,-3.4093405482686,0.0146261103167712,1,-3.90366036359349
"ENSG00000165209",-10.5,9.52,-3.40552495261443,0.01469431823133,1,-3.90875949652712
"ENSG00000020577",6,2.6,3.4038999650768,0.0147234731294787,1,-3.91093169485844
"ENSG00000250166",-6.5,4.8,-3.4011801437262,0.0147724139996092,1,-3.91456818063576
"ENSG00000143147",3.5,1.6,3.39736789276109,0.01484131449541,1,-3.91966690141358
"ENSG00000104714",-3.5,1.6,-3.39736789276108,0.01484131449541,1,-3.91966690141358
"ENSG00000070831",-3.5,1.96,-3.39064812712468,0.0149636283885282,1,-3.92865890030064
"ENSG00000105993",-3.5,1.96,-3.39064812712468,0.0149636283885282,1,-3.92865890030064
"ENSG00000175264",3,0.76,3.38884289116384,0.0149966766129754,1,-3.9310755610725
"ENSG00000142892",3.5,2.28,3.37274738537319,0.015294917966521,1,-3.95264117813418
"ENSG00000110786",3,1.32,3.37199724751753,0.015308976190344,1,-3.95364706814245
"ENSG00000136717",3,1.32,3.37199724751753,0.015308976190344,1,-3.95364706814245
"ENSG00000198155",3,0.84,3.3686481224531,0.0153719155984201,1,-3.95813892772018
"ENSG00000225605",3,0.84,3.3686481224531,0.0153719155984201,1,-3.95813892772018
"ENSG00000198846",26,19.16,3.3661487666049,0.0154190712623536,1,-3.96149201287286
"ENSG00000222011",-3.5,2.48,-3.3646493988552,0.0154474364988428,1,-3.96350391912281
"ENSG00000111707",-4,1.76,-3.35972035776265,0.0155410906496906,1,-3.9701199171713
"ENSG00000065883",-5,5.84,-3.35829158519729,0.0155683548225023,1,-3.97203826663119
"ENSG00000089737",-4,2.36,-3.34683883392918,0.0157888122886553,1,-3.98742478695113
"ENSG00000183287",-4,1.84,-3.34663907925256,0.01579268780593,1,-3.98769330130025
"ENSG00000074755",-3,1.56,-3.33800124759426,0.0159612797995603,1,-3.99930930113386
"ENSG00000163686",-3,1.6,-3.33740459227912,0.015972998182808,1,-4.00011202184614
"ENSG00000163635",4.5,3.36,3.33415616323541,0.0160369640928542,1,-4.00448314349075
"ENSG00000206028",-5.5,3.4,-3.32532855164981,0.0162122201657524,1,-4.01636840732084
"ENSG00000151743",5,2.28,3.32050256778643,0.0163089215005619,1,-4.02287013514037
"ENSG00000257150",5,2.28,3.32050256778643,0.016308921500562,1,-4.02287013514037
"ENSG00000079332",-3,1.32,-3.31930325693839,0.0163330511946374,1,-4.02448634107525
"ENSG00000121406",3,1.32,3.31930325693839,0.0163330511946374,1,-4.02448634107525
"ENSG00000178445",-3,1.52,-3.31777518133889,0.0163638524346006,1,-4.02654585591565
"ENSG00000085832",-3.5,2.52,-3.31663710849302,0.0163868339528945,1,-4.02807992181225
"ENSG00000178852",-3.5,2,-3.31184283181359,0.0164840370891653,1,-4.03454415082225
"ENSG00000198929",-11,8.56,-3.30752475081064,0.0165721284586385,1,-4.04036877463278
"ENSG00000138071",-6,4.08,-3.30750975903435,0.0165724352000516,1,-4.0403890009708
"ENSG00000226091",-3.5,1.64,-3.30357969775207,0.0166530625577513,1,-4.04569225750606
"ENSG00000175267",-6.5,7.48,-3.29123593167994,0.0169091193655949,1,-4.06236152031282
"ENSG00000134882",-7.5,7.08,-3.28615144863641,0.0170158467887661,1,-4.06923319197509
"ENSG00000230131",3,0.8,3.28507394347983,0.0170385594364539,1,-4.07068984838444
"ENSG00000261115",-7,11.2,-3.2835933062101,0.0170698240356723,1,-4.07269172396352
"ENSG00000169519",-3.5,2.68,-3.27957851782065,0.0171549165063388,1,-4.07812122215893
"ENSG00000177879",-3.5,2.68,-3.27957851782065,0.0171549165063388,1,-4.07812122215893
"ENSG00000117528",-3,1.48,-3.27783728282887,0.0171919663693152,1,-4.08047664031569
"ENSG00000137497",-3,1.48,-3.27783728282887,0.0171919663693152,1,-4.08047664031569
"ENSG00000226965",3.5,1.28,3.27654873187354,0.0172194406547576,1,-4.08221993952862
"ENSG00000152818",3.5,2.2,3.26944450395911,0.0173717845516366,1,-4.09183500514644
"ENSG00000170142",3.5,2.2,3.26944450395911,0.0173717845516366,1,-4.09183500514644
"ENSG00000198722",3,1.24,3.26912909386616,0.0173785824802973,1,-4.09226203334637
"ENSG00000076864",-4,3.44,-3.25869284824132,0.0176051672331283,1,-4.106398323381
"ENSG00000151292",4.5,2.48,3.24930223276792,0.0178118244233287,1,-4.11912957300985
"ENSG00000104059",-11,13.44,-3.24692030563881,0.0178646653309535,1,-4.12236054635171
"ENSG00000251680",-11,5.64,-3.24218057796203,0.0179703244173709,1,-4.12879180036852
"ENSG00000166342",5.5,5.32,3.23894219563272,0.0180429094142623,1,-4.133187458527
"ENSG00000138814",-8.5,11.48,-3.23594025264884,0.0181104822441382,1,-4.13726330672298
"ENSG00000132718",-4,2.92,-3.23086060019964,0.0182254569044882,1,-4.14416259450949
"ENSG00000236358",-3,1.96,-3.22954785293309,0.0182553001225058,1,-4.14594609598645
"ENSG00000257759",-3,1.96,-3.22954785293309,0.0182553001225058,1,-4.14594609598645
"ENSG00000170144",-3.5,2.4,-3.2273032352584,0.0183064521759762,1,-4.14899611491023
"ENSG00000231187",-3.5,2.04,-3.22428414682667,0.0183755015210067,1,-4.15309944221488
"ENSG00000134480",-8.5,5.92,-3.2207709917515,0.0184562103772074,1,-4.157875633317
"ENSG00000126773",-4,3.2,-3.20227769154697,0.0188875207141005,1,-4.18304163386956
"ENSG00000132466",-13,10.04,-3.19868829336498,0.018972507947452,1,-4.18793080843415
"ENSG00000078124",-3.5,2.84,-3.19454168977504,0.0190712102361156,1,-4.19358083593389
"ENSG00000084070",-4,2.16,-3.18647873364982,0.0192647482196515,1,-4.20457289149686
"ENSG00000106554",5,5.56,3.17973568331561,0.0194282560953879,1,-4.21377133667582
"ENSG00000138036",-3,2.2,-3.17517548415998,0.0195396944046951,1,-4.21999504882531
"ENSG00000196911",-4,2.24,-3.17456092462789,0.0195547659214811,1,-4.22083397630106
"ENSG00000164741",7.5,8.24,3.17324777221497,0.0195870124587554,1,-4.2226266895968
"ENSG00000198739",19.5,19.28,3.16820706699047,0.0197113365603087,1,-4.22951008880815
"ENSG00000168038",-4,3.28,-3.16763677441353,0.0197254565666048,1,-4.23028904238419
"ENSG00000197386",-5,6.32,-3.16716363312418,0.019737179582921,1,-4.23093532679512
"ENSG00000171811",-4,3.4,-3.1664908133302,0.0197538631629666,1,-4.231854404901
"ENSG00000055163",-3.5,2.36,-3.16130127781356,0.0198830652546635,1,-4.23894509534196
"ENSG00000087842",-4,1.88,-3.16093398387486,0.0198922446200094,1,-4.23944706151671
"ENSG00000183044",-4,3.32,-3.16061500065575,0.0199002203716281,1,-4.23988301579044
"ENSG00000148843",-3.5,1.92,-3.15964241278694,0.0199245602432412,1,-4.24121232281217
"ENSG00000262879",-4.5,2.2,-3.15637485769224,0.0200065725095776,1,-4.24567911679896
"ENSG00000249252",-26.5,19.36,-3.15497842719504,0.0200417340440602,1,-4.24758842659431
"ENSG00000143952",4,3.44,3.15435786252296,0.0200573812915033,1,-4.24843698243799
"ENSG00000157107",-4,3.04,-3.14874371299225,0.020199548222124,1,-4.25611571148702
"ENSG00000116133",-3,1.4,-3.14788149670755,0.0202214795527599,1,-4.25729531940055
"ENSG00000182473",-3,1.4,-3.14788149670755,0.0202214795527599,1,-4.25729531940055
"ENSG00000185246",-3,1.4,-3.14788149670755,0.0202214795527599,1,-4.25729531940055
"ENSG00000135074",-4.5,2.44,-3.14402202905003,0.0203199685983595,1,-4.26257652720298
"ENSG00000183723",-3,1.76,-3.14337460101929,0.0203365415092699,1,-4.26346261708559
"ENSG00000176390",-4.5,3.28,-3.14252100915363,0.0203584144082732,1,-4.26463094107368
"ENSG00000253535",18.5,15.92,3.14094899352608,0.0203987639179087,1,-4.26678279639791
"ENSG00000110075",-4.5,4.56,-3.13611729723366,0.0205233291495963,1,-4.27339840206326
"ENSG00000168575",4,3.6,3.13074963794642,0.0206626876644952,1,-4.28075091020211
"ENSG00000179104",-12.5,10.6,-3.12890379959895,0.0207108491622418,1,-4.28328004227487
"ENSG00000112186",-4,3.16,-3.12884043547049,0.0207125046314339,1,-4.28336686930058
"ENSG00000185129",-4,2.56,-3.12668142383446,0.0207689980713587,1,-4.28632560058269
"ENSG00000162804",-3,1.84,-3.12439003986656,0.0208291394325947,1,-4.28946630140523
"ENSG00000136631",-3,2.4,-3.12292167015856,0.0208677793718367,1,-4.29147923768411
"ENSG00000079134",-3,2.12,-3.11668879129473,0.0210326705679373,1,-4.30002632048846
"ENSG00000159128",-3,2.32,-3.10931141016077,0.0212296810659969,1,-4.3101483654938
"ENSG00000118058",-3.5,3.48,-3.09856507858886,0.0215202726510318,1,-4.32490336842183
"ENSG00000198589",-9.5,7.88,-3.096116139771,0.0215871001212938,1,-4.32826758101616
"ENSG00000118420",-6,3.56,-3.09516870635058,0.0216130147360764,1,-4.32956928497079
"ENSG00000174501",-5.5,5.4,-3.09316038273831,0.0216680596141539,1,-4.33232889447457
"ENSG00000151240",-11,11.16,-3.08592636563133,0.0218676037012844,1,-4.34227265371124
"ENSG00000283529",-5.5,4.52,-3.08425157713021,0.0219140865402923,1,-4.34457559019575
"ENSG00000054118",-4,1.92,-3.08331946089004,0.021940003595556,1,-4.34585743689175
"ENSG00000204130",-6.5,5.24,-3.08318509690407,0.0219437422795968,1,-4.34604222196504
"ENSG00000175105",-3.5,1.88,-3.07278553799779,0.0222352294842494,1,-4.36035012561197
"ENSG00000187772",-4,2.52,-3.07126517815847,0.0222781959613047,1,-4.36244282591424
"ENSG00000227036",-4,2.08,-3.06251391091808,0.0225272797902222,1,-4.37449325179116
"ENSG00000144935",-4,3.88,-3.06246045441773,0.0225288105980891,1,-4.37456688570041
"ENSG00000181690",-4.5,3,-3.06241873427831,0.0225300053962518,1,-4.37462435351184
"ENSG00000127603",-9.5,9.4,-3.06117339854028,0.0225657016393522,1,-4.3763398372727
"ENSG00000054965",-5,3.84,-3.05942045246484,0.0226160524848785,1,-4.37875484305273
"ENSG00000250302",-3,1.8,-3.05870090381209,0.0226367559128498,1,-4.37974624670679
"ENSG00000146426",-6,4.92,-3.05709435309715,0.0226830554446344,1,-4.38195996859125
"ENSG00000136828",-4,3.4,-3.04784733501005,0.0229515613458849,1,-4.39470697420429
"ENSG00000168675",-9.5,8.88,-3.0435022295097,0.0230789242867729,1,-4.4006997540682
"ENSG00000103994",-6.5,3.72,-3.04293353305014,0.0230956506996326,1,-4.40148424551297
"ENSG00000134014",3.5,1.44,3.04195681679057,0.0231244085431995,1,-4.40283165969834
"ENSG00000124422",-4.5,2.4,-3.0412639057838,0.0231448338402877,1,-4.40378761405483
"ENSG00000197969",-6.5,8.68,-3.03364722511832,0.0233706540551643,1,-4.41429898529478
"ENSG00000265125",-3,2.24,-3.03091022899094,0.0234523857400968,1,-4.41807761216041
"ENSG00000070214",-6.5,4.24,-3.03060972228879,0.0234613783554242,1,-4.41849253042963
"ENSG00000112584",-3.5,3.64,-3.02245784206233,0.0237067594679742,1,-4.42975155567663
"ENSG00000058335",-4,3.6,-3.01593542297133,0.0239051031728257,1,-4.43876486106638
"ENSG00000161267",-4.5,3.36,-3.0155260269546,0.0239176127868941,1,-4.4393307460211
"ENSG00000131848",-3,2,-3.01480660711261,0.0239396128266883,1,-4.44032519995461
"ENSG00000122870",3,2,3.01480660711261,0.0239396128266883,1,-4.44032519995461
"ENSG00000250903",-5.5,3.2,-3.01243419451181,0.0240123179190384,1,-4.44360495161762
"ENSG00000198707",-6.5,3.88,-3.00794349758955,0.0241505984669294,1,-4.44981466832341
"ENSG00000114796",-6.5,5.32,-3.00399462312977,0.0242729105533046,1,-4.45527680758687
"ENSG00000005249",-7.5,5.6,-2.99949696926051,0.0244130414702241,1,-4.46149990098631
"ENSG00000170871",3.5,4.08,2.99499591348421,0.0245541592315289,1,-4.46772969054217
"ENSG00000116984",-3.5,2.88,-2.9857173671393,0.0248478669590673,1,-4.4805781117012
"ENSG00000091137",-3,1.76,-2.98189588505508,0.0249699419556309,1,-4.48587231554712
"ENSG00000165102",-4.5,3,-2.97637009815348,0.0251476134502548,1,-4.49353011320795
"ENSG00000073169",-4.5,2.32,-2.96800119244875,0.0254193195683236,1,-4.50513354275149
"ENSG00000197959",-7.5,9.52,-2.96681241387534,0.025458172450659,1,-4.50678231543008
"ENSG00000184903",-5,7.92,-2.96495707568041,0.0255189393927627,1,-4.50935583778623
