"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000196090",-8.8,3.68,-10.0024352026088,6.27464444035717e-05,1,2.04701004749483
"ENSG00000112541",-12.2,5.52,-9.69294677529312,7.48768373692989e-05,1,1.84716330313941
"ENSG00000182674",-19.1,12.56,-8.65053966410944,0.000141263274882964,1,1.12797022785988
"ENSG00000152767",-8.9,6.44,-8.11794112484,0.000200594154993152,1,0.72999059754027
"ENSG00000104722",6.6,2.64,7.92117363745309,0.000229488850210378,1,0.577177230013614
"ENSG00000286021",6.6,2.64,7.92117363745309,0.000229488850210378,1,0.577177230013614
"ENSG00000233928",-11.7,6.72,-7.20585778902828,0.000383797532466283,1,-0.00700021814964025
"ENSG00000107829",-6.8,4.08,-7.0614182406556,0.000427975720051348,1,-0.130771345150296
"ENSG00000164684",-14.4,11.04,-6.77329069158704,0.000534821979578805,1,-0.383919681011032
"ENSG00000135643",-5.8,3.48,-6.70050694113294,0.000566478118359366,1,-0.44922554832874
"ENSG00000288102",5,2,6.58980079748369,0.000618852600048438,1,-0.549638183214086
"ENSG00000171044",-14.2,13.52,-6.53511293429278,0.000646766740748772,1,-0.599729231377998
"ENSG00000155657",5.5,3,6.29242264380673,0.000789457087074465,1,-0.826010989367617
"ENSG00000235531",-6.5,3,-6.1926249588824,0.00085839413027712,1,-0.92099645140437
"ENSG00000124782",-7,3.2,-5.62835220166165,0.00140625221506056,1,-1.48042863429951
"ENSG00000081923",-5.8,3.48,-5.56301332926812,0.00149245417830864,1,-1.5477654983125
"ENSG00000254349",7.3,4.12,5.55585634234345,0.00150225800096039,1,-1.55517473598503
"ENSG00000106665",4.5,2,5.53855339544798,0.00152626536855684,1,-1.57311490313323
"ENSG00000197779",-5.2,2.92,-5.5220326002882,0.00154959717570892,1,-1.59028032988045
"ENSG00000011454",-6.1,5.56,-5.47107067791715,0.00162417547519852,1,-1.64345462276916
"ENSG00000075035",-4.4,1.84,-5.46419838554617,0.00163454258208875,1,-1.65065122808051
"ENSG00000162105",-9.4,9.04,-5.42419492561744,0.00169640966018286,1,-1.69266565163194
"ENSG00000115896",9.9,5.16,5.41821426737051,0.00170588667766057,1,-1.69896506473273
"ENSG00000170396",5.2,3.28,5.3980613995489,0.00173826864902929,1,-1.72022682657928
"ENSG00000223745",-4.9,2.44,-5.39362305207292,0.00174549413089748,1,-1.72491661187902
"ENSG00000269821",5.8,2.92,5.39223809439646,0.00174775580377898,1,-1.72638056342307
"ENSG00000151948",-3.9,1.64,-5.27965888727583,0.00194329226433005,1,-1.84623591658102
"ENSG00000178585",-3.9,1.64,-5.27965888727583,0.00194329226433005,1,-1.84623591658102
"ENSG00000272274",-4,2,-5.27184063798695,0.00195777212713883,1,-1.85462256729065
"ENSG00000113273",-5.4,2.84,-5.26094950511765,0.00197814850490951,1,-1.86631925086265
"ENSG00000134882",-9.8,7.08,-5.25893758755575,0.00198193901108177,1,-1.86848173051145
"ENSG00000139767",-12.7,10.52,-5.20855579950645,0.00207961163918974,1,-1.92281260573628
"ENSG00000103544",-4.7,3.52,-5.13241487249896,0.00223780561457845,1,-2.00557796103611
"ENSG00000064652",-4.5,3.2,-5.07292558650854,0.00237096440897681,1,-2.07079719925861
"ENSG00000185305",-14.3,10.28,-5.05031050135681,0.00242393176466299,1,-2.09571897981258
"ENSG00000145781",-5.6,4.36,-5.02341526403935,0.00248868340575287,1,-2.12545001020601
"ENSG00000169062",-5,4.2,-5.00592380615679,0.00253184966534093,1,-2.14483984121393
"ENSG00000182348",9.2,8.68,4.94175266526872,0.00269766165504236,1,-2.21634234112893
"ENSG00000173611",-9.1,8.16,-4.92351661919635,0.00274700800442506,1,-2.23676739658011
"ENSG00000126773",-5,3.2,-4.90246647436731,0.00280524804860462,1,-2.26040269054619
"ENSG00000162374",7.1,6.24,4.88913156311645,0.00284286693647264,1,-2.27540766250984
"ENSG00000206579",-11.6,8.76,-4.83406476092244,0.00300439751221059,1,-2.33763815620423
"ENSG00000105784",-7.3,7.08,-4.80575031671913,0.00309149023990087,1,-2.36980407315165
"ENSG00000196405",-8.3,6.28,-4.77478285598479,0.00319003691299632,1,-2.40511505274019
"ENSG00000180998",-6.7,5.32,-4.76993356474934,0.00320578880139706,1,-2.41065694577146
"ENSG00000186908",-4.6,4.36,-4.74765575175997,0.00327929529597189,1,-2.43615995051888
"ENSG00000141314",-4.3,2.88,-4.7151101046318,0.00339013890911103,1,-2.47354552541044
"ENSG00000155111",-4.4,3.64,-4.69820157495432,0.00344939671829978,1,-2.4930287926641
"ENSG00000158445",-6.9,9.64,-4.6213720597554,0.0037338489335972,1,-2.58207820663096
"ENSG00000100592",-6.7,6.12,-4.60891762044763,0.00378241564186577,1,-2.59659419018514
"ENSG00000059588",-7.3,7.08,-4.60767578950776,0.00378729726631621,1,-2.59804281389851
"ENSG00000182185",3.8,1.92,4.59827136876441,0.00382449807991264,1,-2.60902056458102
"ENSG00000161267",-5.6,3.36,-4.59604448931973,0.00383336727526267,1,-2.61162187850828
"ENSG00000141867",-4.2,3.52,-4.54092012130452,0.00406050433702734,1,-2.6762454276632
"ENSG00000221866",4.3,3.52,4.51720746157685,0.00416285938291971,1,-2.70418081161688
"ENSG00000259336",-5.1,3.16,-4.45738977774753,0.0044342592659989,1,-2.77501665536825
"ENSG00000145687",-17,14.4,-4.43760954373616,0.00452835580696024,1,-2.79855584554785
"ENSG00000228509",-3.6,2.16,-4.36882297167779,0.00487355371230692,1,-2.88086243282268
"ENSG00000128536",6.4,6.96,4.34460359423025,0.00500208114892869,1,-2.91000806954424
"ENSG00000172530",3.1,1.24,4.33764700810376,0.00503970115658534,1,-2.91839563151756
"ENSG00000165309",-3.4,1.84,-4.33679143456067,0.00504434991783234,1,-2.91942769039905
"ENSG00000134115",3.3,1.72,4.33336861747937,0.0050629961769043,1,-2.92355763720639
"ENSG00000172965",-5,2.8,-4.33084640997292,0.00507678592398289,1,-2.92660202132446
"ENSG00000154162",11.1,6.04,4.32161416460145,0.00512762366862782,1,-2.93775364172675
"ENSG00000122870",3.5,2,4.30776375201509,0.00520497022323798,1,-2.9545071408469
"ENSG00000131848",-3.5,2,-4.30776375201509,0.00520497022323798,1,-2.9545071408469
"ENSG00000233321",7.4,2.96,4.30246872732485,0.005234886268858,1,-2.96091950271947
"ENSG00000064999",-5.2,5.32,-4.2696667548463,0.00542458251542244,1,-3.00073552633325
"ENSG00000079691",-8.1,11.76,-4.26791970043291,0.00543490074094636,1,-3.00286061264701
"ENSG00000148200",-4.3,3.48,-4.22390665376756,0.00570227200459647,1,-3.05654614366592
"ENSG00000165973",16.4,10.56,4.1965757030358,0.00587573376149457,1,-3.09002756946981
"ENSG00000146540",-3.3,1.48,-4.17091025700893,0.00604403962861906,1,-3.12156921984428
"ENSG00000137073",-4.4,3.64,-4.16971729564848,0.00605199338797832,1,-3.12303768223896
"ENSG00000139154",-6.1,7.36,-4.16960593914417,0.00605273642818448,1,-3.12317476601061
"ENSG00000110841",-3.9,1.64,-4.14941566404083,0.00618916754888589,1,-3.14805999064676
"ENSG00000139737",-3.6,2.56,-4.14766749697496,0.0062011418897766,1,-3.15021750151862
"ENSG00000175175",-6.3,7.08,-4.14742835552472,0.00620278194763787,1,-3.15051267448108
"ENSG00000164597",-5.8,7.48,-4.12663317568884,0.00634727743824257,1,-3.17621253068913
"ENSG00000127863",-3.3,1.68,-4.11268396736711,0.00644631995709623,1,-3.19348753707893
"ENSG00000144559",-3.3,1.68,-4.11268396736711,0.00644631995709623,1,-3.19348753707893
"ENSG00000165914",-4,2.4,-4.09753555657154,0.00655584590794814,1,-3.21228019680849
"ENSG00000005436",-3.4,2.64,-4.0806046011122,0.00668073734642018,1,-3.23332429836735
"ENSG00000111670",-3.5,2.8,-4.06361136613401,0.00680877709777991,1,-3.25448831651001
"ENSG00000166833",-7.9,12.24,-4.03519901955847,0.00702904823793681,1,-3.28996917291873
"ENSG00000167196",2.9,1.36,4.01776288809203,0.00716817292435126,1,-3.31180195631594
"ENSG00000204128",2.9,1.36,4.01776288809203,0.00716817292435126,1,-3.31180195631594
"ENSG00000237515",-9,4,-4.01545783986372,0.00718679488469466,1,-3.31469158619903
"ENSG00000163527",-3.5,3,-4.00426895514974,0.00727796050140189,1,-3.32872917272167
"ENSG00000196914",5.3,5.32,3.98333541889846,0.00745202274963383,1,-3.35504179621623
"ENSG00000115392",-3.2,1.52,-3.98015233184154,0.00747889601061188,1,-3.35904844393095
"ENSG00000225689",7.8,8.72,3.95856956864754,0.00766399520632467,1,-3.3862545051719
"ENSG00000145241",3.7,2.08,3.93530772445094,0.00786925408713798,1,-3.41565350832512
"ENSG00000157800",-3.2,1.72,-3.92596136123299,0.00795345013970315,1,-3.42748800044216
"ENSG00000176225",3.3,1.72,3.90258531161799,0.00816847511789143,1,-3.45714290761808
"ENSG00000101868",-4.1,3.16,-3.89774339497983,0.00821382116761587,1,-3.46329533505428
"ENSG00000113578",-4.5,2,-3.89378034115701,0.00825114574325537,1,-3.4683335685449
"ENSG00000167996",6.7,4.28,3.89154847112213,0.00827224917180791,1,-3.47117195332465
"ENSG00000138036",-3,2.2,-3.88877988999325,0.00829851129857712,1,-3.47469390902881
"ENSG00000222011",-3.3,2.48,-3.88536068983421,0.00833107366405849,1,-3.47904506688866
"ENSG00000029725",-4.9,5.24,-3.87964084178355,0.00838586552489889,1,-3.48632775295057
"ENSG00000175029",-4,3.4,-3.87814338393475,0.00840027644031365,1,-3.4882351479826
"ENSG00000243753",-3.4,3.04,-3.86991703436515,0.00847993834884083,1,-3.49871931758666
"ENSG00000118689",-3.2,2.92,-3.8688660095396,0.00849017684211311,1,-3.50005951697626
"ENSG00000075340",-6.6,3.96,-3.86845184008231,0.00849421523869789,1,-3.50058768334235
"ENSG00000099917",-3.7,1.72,-3.86240442497041,0.00855342603540963,1,-3.5083024386149
"ENSG00000157470",3.4,3.36,3.86130285441124,0.00856426114965509,1,-3.50970829599054
"ENSG00000137764",7.8,12.12,3.85799674765529,0.00859687232274731,1,-3.51392870557289
"ENSG00000203867",-5.2,4.72,-3.84557712728077,0.00872062267870557,1,-3.52979712567664
"ENSG00000277586",5.5,2.6,3.82149993954467,0.00896623319999537,1,-3.56062389323955
"ENSG00000137821",3.8,3.52,3.81802813129156,0.00900228137580032,1,-3.56507586672666
"ENSG00000109686",-8.1,8.16,-3.79133033731284,0.00928494968361499,1,-3.5993690657674
"ENSG00000139220",-13.4,16.04,-3.76434398635355,0.00958076422945482,1,-3.63413704037258
"ENSG00000102595",-4.9,5.04,-3.75992290178711,0.00963022031723794,1,-3.63984291319979
"ENSG00000235914",3.6,1.84,3.75610337981004,0.00967317607883524,1,-3.64477465783057
"ENSG00000169918",-7.9,11.84,-3.71693850614485,0.0101261638197571,1,-3.6954642102785
"ENSG00000070882",6.2,4.08,3.71523467121485,0.0101463997274327,1,-3.69767437118209
"ENSG00000085832",-3.2,2.52,-3.71385992127438,0.0101627599946876,1,-3.69945795378504
"ENSG00000111707",-3.6,1.76,-3.70332024973175,0.0102891671704041,1,-3.71314089017523
"ENSG00000107679",-5,6.2,-3.69841465271384,0.010348597911228,1,-3.71951485892654
"ENSG00000171502",-9.5,12.4,-3.68968889225132,0.0104552552475132,1,-3.73086087650934
"ENSG00000163046",7.8,6.72,3.68637766743365,0.0104960487014333,1,-3.7351692440701
"ENSG00000079332",-2.7,1.32,-3.65876967647583,0.0108431433248022,1,-3.77115124814938
"ENSG00000112290",-5.3,3.88,-3.65743725409818,0.0108602146141352,1,-3.77289052933328
"ENSG00000068024",-5.4,3.84,-3.65239689114236,0.0109250634953624,1,-3.77947223318204
"ENSG00000141252",-4.6,4.16,-3.65194128337235,0.0109309464720988,1,-3.78006734110962
"ENSG00000154237",-7.4,8.24,-3.64156348253531,0.0110659059770853,1,-3.7936305364511
"ENSG00000182197",-14.2,15.12,-3.63100227779205,0.0112051531110378,1,-3.80744888518186
"ENSG00000144040",-4,4.6,-3.61686767938517,0.0113945680176487,1,-3.82596701386957
"ENSG00000157764",3.7,5.48,3.60409111004805,0.0115688457196453,1,-3.84272984268384
"ENSG00000216863",-5,2,-3.60219195454982,0.011595002561418,1,-3.84522346228998
"ENSG00000120158",-2.7,1.52,-3.60171823745883,0.0116015372294398,1,-3.84584553774569
"ENSG00000185829",-2.7,1.52,-3.60171823745883,0.0116015372294398,1,-3.84584553774569
"ENSG00000146592",-4.9,6.04,-3.58445117955282,0.0118425378745741,1,-3.86854145214937
"ENSG00000104714",-3,1.6,-3.56649334533393,0.012099083968419,1,-3.89218890907627
"ENSG00000169554",4.7,6.28,3.56483848047022,0.0121230336920131,1,-3.89437031739096
"ENSG00000136854",-4.8,6.28,-3.55536002245577,0.0122612251817686,1,-3.90687184963803
"ENSG00000103994",-6.2,3.72,-3.55481028911533,0.0122692934239964,1,-3.90759729290648
"ENSG00000104131",-2.7,1.72,-3.5454834143013,0.0124070810093808,1,-3.91991158377362
"ENSG00000215386",28,25.4,3.54391013189302,0.0124304919171453,1,-3.92198996120655
"ENSG00000182149",3.5,1.8,3.53722129396453,0.0125305714585747,1,-3.93082998221546
"ENSG00000072415",-3,1.8,-3.52147845427106,0.0127696583723153,1,-3.95165982894178
"ENSG00000147679",-3,1.8,-3.52147845427106,0.0127696583723153,1,-3.95165982894178
"ENSG00000176208",-2.9,1.64,-3.51482663690598,0.0128721937600698,1,-3.96047114557126
"ENSG00000185666",5.8,3.72,3.50520576246964,0.0130221118018179,1,-3.9732259839331
"ENSG00000152270",-3.4,4.44,-3.48818198222817,0.0132921424547619,1,-3.99582570006181
"ENSG00000197157",-3.1,2.76,-3.48438413189609,0.0133532251528938,1,-4.00087279074391
"ENSG00000183287",-3.4,1.84,-3.48396219140625,0.0133600305656299,1,-4.00143364065644
"ENSG00000204837",8.4,7.56,3.48268108054455,0.0133807169146803,1,-4.00313665907665
"ENSG00000233571",-3.7,2.52,-3.47940255496068,0.0134338173824537,1,-4.00749589802468
"ENSG00000166128",4.4,3.56,3.4674857292997,0.013628799055091,1,-4.02335298335688
"ENSG00000173821",-2.8,1.68,-3.44466778594369,0.0140109310755744,1,-4.05376819292024
"ENSG00000063601",-3.1,2.36,-3.4292975238486,0.0142750027611426,1,-4.07429471052093
"ENSG00000183354",-3.8,3.08,-3.40903979068072,0.0146314739843972,1,-4.10139553341257
"ENSG00000173175",-2.8,1.88,-3.3975707737426,0.0148376388216794,1,-4.11676246453103
"ENSG00000157782",-6.6,6.76,-3.39342189567359,0.0149130057437171,1,-4.12232559307088
"ENSG00000132155",-4.9,3.44,-3.39325536922055,0.0149160395992151,1,-4.12254893069631
"ENSG00000153201",2.8,1.92,3.38819995593167,0.0150084661749929,1,-4.12933072093342
"ENSG00000169814",-3,2.4,-3.38796264497847,0.0150128203493682,1,-4.12964915231312
"ENSG00000206190",-4.1,2.76,-3.38505534214102,0.0150662766556527,1,-4.13355085202538
"ENSG00000141564",-4.9,3.64,-3.37342488034291,0.015282233358822,1,-4.14917018679112
"ENSG00000143013",3.5,2.8,3.36852507636857,0.0153742334018782,1,-4.15575565162761
"ENSG00000263551",-3.5,2.8,-3.36852507636857,0.0153742334018782,1,-4.15575565162761
"ENSG00000259481",2.7,1.68,3.36492324602764,0.01544225153357,1,-4.16059856074326
"ENSG00000285103",-2.7,1.72,-3.3554493142743,0.01562274849289,1,-4.17334480144466
"ENSG00000270207",-5.7,5.12,-3.35505869956902,0.0156302401889063,1,-4.17387057980238
"ENSG00000226091",-2.9,1.64,-3.35243504198862,0.0156806626283878,1,-4.17740259800354
"ENSG00000115423",-4.2,2.72,-3.34753350495953,0.0157753428603032,1,-4.18400347711804
"ENSG00000147324",-5.6,3.16,-3.3394506057822,0.015932853624819,1,-4.19489531309589
"ENSG00000152402",4.4,6.76,3.32007908397859,0.0163174373571503,1,-4.22103216939236
"ENSG00000185274",-9.1,16.96,-3.31247381046968,0.0164712079387065,1,-4.23130633588633
"ENSG00000187231",3.4,3.16,3.30891383697998,0.0165437339327373,1,-4.23611806924599
"ENSG00000154305",2.5,1,3.30568118464925,0.0166098958784683,1,-4.24048874991482
"ENSG00000166685",-2.5,1,-3.30568118464925,0.0166098958784683,1,-4.24048874991483
"ENSG00000144959",2.9,2.56,3.30434678290834,0.0166372915684864,1,-4.2422932939611
"ENSG00000069206",2.9,1.96,3.28801192237516,0.016976708288495,1,-4.26440112642547
"ENSG00000148408",-16.8,14.88,-3.27248980304803,0.0173063002576016,1,-4.28543929921132
"ENSG00000163682",-3,1.2,-3.26985141594365,0.0173630188271992,1,-4.28901820154559
"ENSG00000240590",3,1.2,3.26985141594365,0.0173630188271992,1,-4.28901820154559
"ENSG00000265334",-3,1.2,-3.26985141594365,0.0173630188271992,1,-4.28901820154559
"ENSG00000185261",-3.5,3.4,-3.26623096829583,0.0174411817489942,1,-4.29393061768197
"ENSG00000179222",2.9,1.36,3.26031904310363,0.0175696480281168,1,-4.3019556432715
"ENSG00000087008",-2.5,1.2,-3.25900573350435,0.0175983271002604,1,-4.30373894242125
"ENSG00000141458",2.5,1.2,3.25900573350435,0.0175983271002604,1,-4.30373894242125
"ENSG00000110172",2.5,1.2,3.25900573350435,0.0175983271002604,1,-4.30373894242126
"ENSG00000197386",-4.2,6.32,-3.25833262988251,0.0176130457521398,1,-4.30465300792789
"ENSG00000079156",8.3,7.92,3.25824314891316,0.017615003436107,1,-4.30477452597275
"ENSG00000143198",-4.2,3.52,-3.25389646778114,0.0177103893248221,1,-4.31067862038122
"ENSG00000137601",2.8,2.52,3.24962743111508,0.0178046235092458,1,-4.31647946132194
"ENSG00000089041",-2.6,1.76,-3.2474329959127,0.01785327724557,1,-4.31946214863811
"ENSG00000187210",-2.6,1.76,-3.2474329959127,0.01785327724557,1,-4.31946214863811
"ENSG00000175582",-3.6,3.76,-3.24605087524216,0.0178839957004545,1,-4.32134103001198
"ENSG00000165102",-4,3,-3.24026134495711,0.0180133032864986,1,-4.32921391046077
"ENSG00000109111",-3,1.4,-3.23722988306262,0.0180814190959512,1,-4.33333783251748
"ENSG00000183621",3.4,2.36,3.23552605531527,0.0181198274772777,1,-4.33565615576208
"ENSG00000197372",2.4,1.16,3.22239092436775,0.0184189469457037,1,-4.35354010682791
"ENSG00000147316",-4.4,4.24,-3.21953918816018,0.0184846009727552,1,-4.35742554109959
"ENSG00000237654",2.3,0.92,3.21603994254226,0.0185655130879636,1,-4.36219450158334
"ENSG00000112699",-4.8,6.28,-3.21576703181653,0.0185718398323796,1,-4.36256649950283
"ENSG00000169519",-2.8,2.68,-3.2133175760215,0.0186287301869387,1,-4.36590568385154
"ENSG00000177879",-2.8,2.68,-3.2133175760215,0.0186287301869387,1,-4.36590568385154
"ENSG00000116133",-2.5,1.4,-3.21279309903421,0.0186409363530624,1,-4.36662076078009
"ENSG00000182473",-2.5,1.4,-3.21279309903421,0.0186409363530624,1,-4.36662076078009
"ENSG00000185246",-2.5,1.4,-3.21279309903421,0.0186409363530624,1,-4.36662076078009
"ENSG00000198840",2.5,1.4,3.21279309903421,0.0186409363530625,1,-4.36662076078009
"ENSG00000081760",-3.3,3.08,-3.21015143895592,0.0187025492004268,1,-4.37022291505964
"ENSG00000146282",-2.6,1.96,-3.2011058690212,0.018915220351284,1,-4.38256358163995
"ENSG00000134313",-6.6,5.96,-3.19436922328806,0.0190753276509542,1,-4.39176041799276
"ENSG00000087842",-3.3,1.88,-3.19385359058545,0.0190876435251621,1,-4.3924645739429
"ENSG00000011566",-3.8,4.48,-3.1867870206478,0.0192573088738649,1,-4.40211788474319
"ENSG00000186231",-7.4,8.64,-3.17849290164302,0.01945855701551,1,-4.41345542318033
"ENSG00000135541",-16.1,20.16,-3.17483421938454,0.0195480620440935,1,-4.41845911632164
"ENSG00000060339",-3.4,3.64,-3.17427379601843,0.0195618118521078,1,-4.41922569849133
"ENSG00000122254",-5.6,8.36,-3.17327266129681,0.0195864007270571,1,-4.42059520241285
"ENSG00000170759",2.3,1.12,3.16603091457818,0.0197652759243464,1,-4.43050495935563
"ENSG00000153933",-3.3,2.08,-3.16572094453636,0.0197729721532516,1,-4.43092926176046
"ENSG00000132718",-3.2,2.92,-3.16558396022053,0.0197763743739684,1,-4.43111677617359
"ENSG00000197694",-5.2,4.52,-3.15816832959116,0.0199615125899732,1,-4.44127101680046
"ENSG00000101473",-2.4,1.04,-3.15520733985088,0.0200359654901634,1,-4.4453272409243
"ENSG00000137713",-2.4,1.04,-3.15520733985088,0.0200359654901634,1,-4.4453272409243
"ENSG00000188352",8.2,10.88,3.14957443447939,0.0201784425944923,1,-4.45304641080479
"ENSG00000162819",-2.9,1.24,-3.1482718993402,0.0202115460484565,1,-4.45483187357434
"ENSG00000196781",-2.9,1.24,-3.1482718993402,0.0202115460484565,1,-4.45483187357434
"ENSG00000165475",-3.1,2.56,-3.14290652994698,0.0203485324318353,1,-4.46218850548049
"ENSG00000095637",9.4,10.96,3.14290629429826,0.0203485384705692,1,-4.46218882865663
"ENSG00000196369",-2.6,2.56,-3.13959688097632,0.02043353903754,1,-4.46672807290848
"ENSG00000131368",-3,2,-3.13892621298477,0.0204508120567373,1,-4.46764812028596
"ENSG00000152234",2.2,0.88,3.13843814433343,0.0204633922739108,1,-4.46831770248584
"ENSG00000162849",2.2,0.88,3.13843814433343,0.0204633922739108,1,-4.46831770248584
"ENSG00000112320",-7.1,4.96,-3.13446059088594,0.0205662316768936,1,-4.47377549993009
"ENSG00000086300",2.8,1.72,3.13154551328615,0.0206419595093538,1,-4.4777765341013
"ENSG00000163531",5.3,7.32,3.11161363787529,0.0211679853844162,1,-4.50515867751786
"ENSG00000131409",-2.4,1.24,-3.11087294458073,0.0211878132822559,1,-4.50617706817363
"ENSG00000267662",-2.9,3.44,-3.11022642023848,0.0212051369139035,1,-4.50706603316645
"ENSG00000186812",-2.4,1.64,-3.1079442583173,0.0212664112489485,1,-4.51020434714428
"ENSG00000053900",-2.8,1.88,-3.10294788130459,0.0214012362263153,1,-4.51707708042843
"ENSG00000008086",-5.4,4.84,-3.09948196850918,0.0214953103719063,1,-4.52184617581251
"ENSG00000175115",-5.1,6.56,-3.09695871272512,0.021564082183227,1,-4.52531898788054
"ENSG00000147601",-4.4,2.44,-3.09252478443167,0.0216855121832949,1,-4.53142315388499
"ENSG00000116819",-3.5,1.4,-3.09240407489703,0.0216888284176224,1,-4.53158936348389
"ENSG00000165338",3.3,1.92,3.09224708327888,0.0216931422519052,1,-4.5318055336074
"ENSG00000155744",3.9,2.76,3.0811829065549,0.021999535725535,1,-4.54704699807904
"ENSG00000117528",-2.3,1.48,-3.07779437440728,0.0220943140945365,1,-4.55171746894126
"ENSG00000137497",-2.3,1.48,-3.07779437440728,0.0220943140945365,1,-4.55171746894126
"ENSG00000165288",-2.5,2,-3.07697410858221,0.0221173240889832,1,-4.55284823728435
"ENSG00000023228",3,2.4,3.07315166742866,0.0222248959041766,1,-4.5581185551496
"ENSG00000031003",-4.4,5.44,-3.07286551702774,0.0222329717214391,1,-4.55851315631794
"ENSG00000242808",-9.4,4.44,-3.07251155499338,0.0222429657648523,1,-4.55900128156426
"ENSG00000182168",3.8,3.52,3.07114935142865,0.0222814730180682,1,-4.56087992753899
"ENSG00000112584",-2.9,3.64,-3.06715578545231,0.0223947840455622,1,-4.5663886651901
"ENSG00000135776",-2.4,1.44,-3.06696924189683,0.0224000922543963,1,-4.56664602472068
"ENSG00000108395",3.9,2.96,3.06023690969596,0.0225925857132896,1,-4.57593652224116
"ENSG00000104381",11.7,9.88,3.05881306949553,0.0226335272339417,1,-4.57790199942005
"ENSG00000231365",5.1,3.64,3.05585093861096,0.0227189605131806,1,-4.5819916143825
"ENSG00000140577",4.3,2.92,3.05246739941684,0.0228169781245315,1,-4.58666414808366
"ENSG00000253230",-7.1,6.56,-3.05145494593823,0.022846397334176,1,-4.58806253552254
"ENSG00000126804",3.5,1.8,3.05005033021531,0.0228872801902138,1,-4.59000274684906
"ENSG00000077380",-4,4.6,-3.04141436231015,0.0231403970859955,1,-4.60193614722441
"ENSG00000162929",2.1,0.84,3.03718184576372,0.023265562314987,1,-4.6077875232327
"ENSG00000104059",-8.4,13.44,-3.03671377582237,0.0232794494216046,1,-4.60843473295924
"ENSG00000179399",2.4,1.96,3.03354002898167,0.0233738492863165,1,-4.61282372164915
"ENSG00000198053",-4.4,3.24,-3.02756696898229,0.0235526439514775,1,-4.62108664948629
"ENSG00000163596",-3.5,4.8,-3.02668978225048,0.0235790263518099,1,-4.62230042186714
"ENSG00000180357",7.6,5.84,3.02611354725177,0.0235963747845571,1,-4.62309780621319
"ENSG00000054118",-3.2,1.92,-3.02102375726957,0.0237502152577595,1,-4.63014241532572
"ENSG00000169045",-2.8,2.68,-3.01823973319223,0.0238348246972342,1,-4.6339967840318
"ENSG00000108349",-2.8,1.28,-3.01577925992667,0.0239098740926955,1,-4.63740385108728
"ENSG00000137936",-2.8,1.28,-3.01577925992667,0.0239098740926955,1,-4.63740385108728
"ENSG00000267121",-2.8,1.28,-3.01577925992667,0.0239098740926955,1,-4.63740385108728
"ENSG00000262879",-3.5,2.2,-3.00669749267061,0.0241891195866114,1,-4.64998474099342
"ENSG00000150961",3.4,4.16,3.00211547769311,0.0243313514103576,1,-4.65633524247787
"ENSG00000225746",-4.1,7.96,-2.99110842032023,0.024676754144606,1,-4.67159897068372
"ENSG00000024862",-2.3,1.08,-2.98929547238169,0.0247341540624907,1,-4.67411415010774
"ENSG00000100714",-2.3,1.08,-2.98929547238169,0.0247341540624907,1,-4.67411415010774
"ENSG00000116703",-2.3,1.08,-2.98929547238169,0.0247341540624907,1,-4.67411415010774
"ENSG00000170889",-2.3,1.08,-2.98929547238169,0.0247341540624907,1,-4.67411415010774
"ENSG00000198929",-8.1,8.56,-2.98291629109129,0.024937282057717,1,-4.68296676865943
"ENSG00000244302",-2.8,2.88,-2.98085716695741,0.0250032356893792,1,-4.68582512035235
"ENSG00000099365",-2.4,1.84,-2.98047184666154,0.0250155985089145,1,-4.68636004361125
"ENSG00000130643",-2.4,1.84,-2.98047184666154,0.0250155985089145,1,-4.68636004361125
"ENSG00000178445",-2.2,1.52,-2.97984730103508,0.0250356508644126,1,-4.68722710293448
"ENSG00000152795",-2.7,3.92,-2.97857764290541,0.025076469760231,1,-4.6889898890879
"ENSG00000173258",-4.2,4.92,-2.97443965718438,0.0252100064376317,1,-4.69473610711615
"ENSG00000171862",3.1,5.04,2.96865856694577,0.0253978622223193,1,-4.70276673346647
"ENSG00000100393",-5,2.8,-2.9603280776392,0.025671238068268,1,-4.71434429407904
"ENSG00000142949",-4.2,2.72,-2.96007892363545,0.0256794634133542,1,-4.71469066339689
"ENSG00000184271",-2.8,1.68,-2.95615149124359,0.0258094986622632,1,-4.72015126859942
"ENSG00000275131",-2.7,3.52,-2.948408543776,0.0260679611367578,1,-4.73092104233701
"ENSG00000166169",-2.3,1.28,-2.94795966183021,0.0260830308424767,1,-4.73154556733525
"ENSG00000196683",-2.3,1.28,-2.94795966183021,0.0260830308424767,1,-4.73154556733525
"ENSG00000229240",2.5,2.6,2.9454531601971,0.0261673520938575,1,-4.73503317674329
"ENSG00000058668",-9.3,7.28,-2.94316427213937,0.026244610884457,1,-4.73821849364582
"ENSG00000069667",16.7,18.08,2.94121440109405,0.0263106216699262,1,-4.74093239538657
"ENSG00000105339",-3.7,2.32,-2.94060478814947,0.0263312963832882,1,-4.7417809477364
"ENSG00000242593",11.9,8.36,2.93507809608383,0.0265195370434365,1,-4.74947537445761
"ENSG00000259589",4.4,2.96,2.93402079338432,0.0265557150299908,1,-4.7509476967231
"ENSG00000107864",5.8,7.32,2.92521795525617,0.026859008813345,1,-4.76320976828078
"ENSG00000164970",-4.3,2.68,-2.92515678889639,0.0268611293310729,1,-4.76329499521414
